"Last crawled date","Author User Id","GPT Id","GPT Category","GPT Url","GPT Name","GPT Conversations","GPT Avg Stars","GPT Total Reviews","GPT Total Stars","GPT Description","GPT Creation Date","GPT Creation Datetime","GPT Update Date","GPT Update Datetime","GPT Logo Image URL","GPT Sharing Method","GPT Prompt Starter 1","GPT Prompt Starter 2","GPT Prompt Starter 3","GPT Prompt Starter 4","GPT Tags","GPT Capabilities Types","GPT Capabilities Actions Domains"
"2024-03-19","user-Fsl1CmGVSxmpfiwWfVBM4CaS","g-iF6V6LCML","programming","https://chat.openai.com/g/g-iF6V6LCML-python","Python",10000,4.34,97,421,"Reliable in understanding complex tasks, creating clear execution plans, and offering detailed guidance in Python libraries and API services. Committed to engaging directly and personalizing support to your specific development journey.","2023-11-16","2023-11-16T06:43:55.590880+00:00","2024-02-05","2024-02-05T19:43:30.711647+00:00","https://files.oaiusercontent.com/file-qcxD2mw3lEgNEBm6eQm9i5Wz?se=2123-12-29T14%3A42%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D42a9d78c-ac0c-4fad-81f8-953a29f6cbc1.png&sig=VkY4wLSQXLwGFfZVosZw4eBdUQBOcjPDz48VzgG8JnM%3D","marketplace","[API Integration] Develop a Python app using two APIs of your choice to demonstrate your skills. Define all necessary components yourself, no preferences..","[Beginner] Suggest one beginner-friendly Python project, choosing any foundational programming skills and tools you see fit.","[Advanced] Propose one advanced Python project, allowing you to select the technologies and concepts involved.","[Analyze] Analyze and suggest improvements for the provided Python code, especially redundant parts.","public,reportable","browser,python",""
"2024-03-19","user-EH6HwnuFDOG4tdTEIDZnA4oR","g-mnbxcjEs6","education","https://chat.openai.com/g/g-mnbxcjEs6-peulrato-plato-airo-baeuneun-yeongeo-oegugeo-swiun-hoehwa-speak-now","플라토(Plato) - AI로 배우는 영어, 외국어 쉬운 회화, Speak Now!",10000,4.83,12,58,"MZ들이 빠진 언어 공부는 플라토! 전 세계 모든 언어를 쉽게 배워보세요! AI가 맞춤형으로 안내해드립니다. 영어, 일본어, 중국어, 스페인어, 독일어, 프랑스어, 이탈리아어, 포르투갈어, 러시아어, 아랍어, 힌디어, 한국어, 네덜란드어, 스웨덴어, 덴마크어, 노르웨이어, 핀란드어, 터키어, 그리스어, 폴란드어, 체코어, 헝가리어, 태국어, 베트남어, 인도네시아어, 말레이시아어, 필리핀어, 페르시아어, 히브리어, 교육, 학습,다국어, 라이팅, 토론, 글쓰기, 공부,스킬, 플랫폼, 스픽,플리토,flitto","2024-01-18","2024-01-18T13:06:32.122884+00:00","2024-03-09","2024-03-09T06:42:06.512101+00:00","https://files.oaiusercontent.com/file-Z1snUMWhDCHnQGnBp3D3Es08?se=2123-12-25T13%3A12%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D%25E1%2584%2591%25E1%2585%25B3%25E1%2586%25AF%25E1%2584%2585%25E1%2585%25A1%25E1%2584%2590%25E1%2585%25A9.png&sig=fiGcmy9jq2Xlg5g7WeJgS9JC9UtfMe12VAweRRClrwo%3D","marketplace","/튜토리얼","/통역모드 영어","/회화모드 영어","/대화모드 일본어","public,reportable","browser,dalle,python",""
"2024-03-19","user-72NoOm6aQ6mVTvEDG2XGr8Wg","g-8OcWVLenu","productivity","https://chat.openai.com/g/g-8OcWVLenu-calendar-gpt","Calendar GPT",10000,3.25,28,91,"I'm here to help you prepare for your day! Powered by Zapier's AI Actions.","2023-11-04","2023-11-04T18:10:07.798029+00:00","2024-01-12","2024-01-12T06:38:12.783960+00:00","https://files.oaiusercontent.com/file-Fr0eMOHgtMJueZ5JN22qaNoH?se=2123-10-12T15%3A32%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DFrame%25204668.png&sig=5xmlNXn0cA2Fc0igzLsVO39ZpXiS6f34lmdAKEhD/y0%3D","marketplace","What's on my calendar today?","How's my day look tomorrow?","Help me do research for my next meeting.","How much free time do I have tomorrow?","public,reportable,uses_function_calls","browser,plugins_prototype","actions.zapier.com"
"2024-03-19","user-RdXVUreJ3cRPQYgHWhWYtc7y","g-pWbYqrykB","programming","https://chat.openai.com/g/g-pWbYqrykB-rust","Rust",10000,4.15,109,452,"You personal Rust assistant and project generator with a focus on responsive, beautiful, and scalable code. Write clean code and become a much faster developer.","2024-01-19","2024-01-19T17:43:32.058298+00:00","2024-03-17","2024-03-17T13:09:34.907741+00:00","https://files.oaiusercontent.com/file-kjD4X5tM14ZGLKZGvkNebIDa?se=2123-12-26T17%3A44%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DFlutter.012.png&sig=DUeaFJlT1raJTIwRWEe/kHN%2B52DFnGkYhsKQk9IuQuE%3D","marketplace","Help me set up a full REST API in Rust","Create unit tests for my Rust project","Create a stock market data analysis tool","Teach me a useful skill or trick in Rust","public,reportable","browser",""
"2024-03-19","user-NmrwOW6s8nE7KfWbcqxdHXti","g-WlKgT4j1f","other","https://chat.openai.com/g/g-WlKgT4j1f-eumyangohaeng-yin-yang-wu-xing-sajupuli-sinnyeonunse-sinnyeonsaju-saju-unse-palja","음양오행(陰陽五行) - 사주풀이/신년운세/신년사주/사주/운세/팔자",10000,4,14,56,"당신이 타고난 기운과 음양오행의 이치를 통해 사주를 파악해드릴게요.  사주,운세,타로,팔자,관상,운명,궁합,작명,인생,사주풀이,사주팔자","2023-12-20","2023-12-20T04:23:24.187974+00:00","2024-02-07","2024-02-07T05:52:16.470495+00:00","https://files.oaiusercontent.com/file-pEuPx4vksPKQEetSCsDaDmO8?se=2123-11-26T04%3A55%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-12-20%252013.54.39%2520-%2520A%2520Korean%2520woman%2520in%2520her%252020s%252C%2520portrayed%2520as%2520a%2520shaman%2520with%2520a%2520thoughtful%2520and%2520understanding%2520expression.%2520Her%2520hair%2520is%2520neatly%2520styled%252C%2520embodying%2520maturity%2520and%2520emp.png&sig=8dDYsbP4SZuT%2BGKHj4Hd4GKEbiK%2BL6raIkHTu8%2B1juo%3D","marketplace","사주 보는 방법","제 사주에 결혼하기 좋은 시기가 언제인가요?","조심해야할 시기가 있나요?","재물운이 들어오는 때가 언제인지 알려주세요.","public,reportable","browser,dalle",""
"2024-03-19","user-aj0Ghu9z9wuh4zycP6D6e68t","g-G5diVh12v","writing","https://chat.openai.com/g/g-G5diVh12v-chatprd","ChatPRD",10000,4.34,79,343,"An on-demand Chief Product Officer that drafts and improves your PRDs, while coaching you to become an elite product manager.  The best product copilot for PMs & engineers.","2023-11-10","2023-11-10T19:33:18.948129+00:00","2024-01-12","2024-01-12T06:34:41.912475+00:00","https://files.oaiusercontent.com/file-qeVpUG3AJT0FINT4eZ6Gbt2q?se=2123-10-17T23%3A41%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcvolawless_illustration_of_a_female_ceo_at_a_laptop_lo-fi_asthe_c60ce7fb-5902-474c-aa85-54c7469aa089.png&sig=eHU4/LmvHg96KaqivlhaLufaIleMC1wm3pE0kMQF1AA%3D","marketplace","Help me draft a PRD for phone-based authentication","How can I make this PRD better?","Let's brainstorm a roadmap for my billing product","What are good metrics for an AI chat product?","public,reportable","browser",""
"2024-03-19","user-99X6KtnS65yzlzCMWQdI9o7a","g-RlxGWrXEy","education","https://chat.openai.com/g/g-RlxGWrXEy-mathematical-statistics","Mathematical statistics",10000,4.22,307,1297,"Expert in graduate-level mathematical statistics, providing detailed and accurate explanations.","2023-11-20","2023-11-20T05:46:53.024968+00:00","2024-02-14","2024-02-14T17:51:43.670512+00:00","https://files.oaiusercontent.com/file-T1TmCJPp85JqetqbNxnwmq1w?se=2123-10-27T05%3A47%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc40ef882-9f91-4328-9d21-188a9bc45188.png&sig=h%2B9hAy8cAWo1PRwWmh56RySze4SNcan4YYJlrJpGZP0%3D","marketplace","Explain the central limit theorem","How do I solve this statistical problem?","Difference between Bayesian and frequentist approaches","Application of Markov Chains in statistics","public,reportable","browser,dalle,python",""
"2024-03-19","user-5Vn4DssEN0QhfIOmUE6A87eL","g-mMk82EkTz","dalle","https://chat.openai.com/g/g-mMk82EkTz-animation-creation","Animation Creation",10000,3.76,67,252,"Create animated scenes and characters that resemble a 3D animated movie.","2023-11-10","2023-11-10T23:07:43.181790+00:00","2024-02-16","2024-02-16T04:48:12.261538+00:00","https://files.oaiusercontent.com/file-TQIYoxz3esetHhR21vgmdxIL?se=2123-10-17T23%3A32%3A50Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-10%252018.31.42%2520-%2520A%2520Pixar-style%2520scene%2520featuring%2520a%2520smiling%2520dog%2520in%2520a%2520vibrant%252C%2520colorful%2520setting.%2520The%2520dog%252C%2520with%2520a%2520joyful%2520expression%252C%2520is%2520playfully%2520chasing%2520butterflies%2520in%2520a%2520l.png&sig=lKRoWCQUAB3w2HQn0R6IVtUFPiJHnw7sEaKzCbl2f5Y%3D","marketplace","A smiling blue troll","A young girl with glasses chasing her kitten","Surprise me!","More examples ❤","public,reportable","dalle",""
"2024-03-19","user-otDgCDa0qybtjYWYl9Jf0JHZ","g-qTlA6nH36","lifestyle","https://chat.openai.com/g/g-qTlA6nH36-gym","Gym",10000,4.5,110,495,"#","2024-01-17","2024-01-17T21:55:06.876867+00:00","2024-03-01","2024-03-01T16:09:57.789733+00:00","https://files.oaiusercontent.com/file-hhYwXI0gLsV3hcGk0XjZOewf?se=2123-12-24T21%3A58%3A39Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dvector60-1276-01.jpg&sig=XPQbEnUjpWLthO/c1GRIwtwbaU3aOmp2gNNkINTtmKk%3D","marketplace","How do you work?","I need help creating a workout.","I need help doing a certain exercise.","Whats the best way to lose weight?","public,reportable","browser,dalle,python",""
"2024-03-19","user-gkhja9YyXO52QNW5o6ufVT63","g-R9Dry2N5h","research","https://chat.openai.com/g/g-R9Dry2N5h-paper-interpreter-international","Paper Interpreter (international)",10000,4.02,66,265,"Automatically structure and decode academic papers with ease - simply upload a PDF!","2023-11-14","2023-11-14T03:53:00.764842+00:00","2024-02-24","2024-02-24T03:31:58.434992+00:00","https://files.oaiusercontent.com/file-M7QUmzA2WSeEpLatnt1YqafS?se=2123-10-21T04%3A35%3A45Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D%25E3%2582%25B9%25E3%2582%25AF%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2582%25B7%25E3%2583%25A7%25E3%2583%2583%25E3%2583%2588%25202023-11-14%252013.32.50.jpeg&sig=BcgUpkbTPn50Pi2pK8fvqg4yr4brZAieMWs2cy500s8%3D","marketplace","Just upload the PDF here!(no text requred)","","","","public,reportable","",""
"2024-03-19","user-CvNC1yBjh6W7N2InJ55fF5C8","g-4ohyS9OlJ","productivity","https://chat.openai.com/g/g-4ohyS9OlJ-presentation-creator","Presentation Creator",10000,3.71,181,672,"Master for creating and refining PowerPoint presentations design powered by PopAi Creation, creating structured, engaging presentations for any language.","2024-01-11","2024-01-11T08:26:34.904370+00:00","2024-03-12","2024-03-12T20:03:36.226052+00:00","https://files.oaiusercontent.com/file-KSMKX33cRt4p5Y6vXW7auA0h?se=2123-12-22T03%3A18%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dpresentation%2520creator.webp&sig=C7ibrK/jhXOOEfI2JcbLVQD77bC3KpQHsG%2ByLK4Sq/I%3D","marketplace","Introduce NEOM city to British Tourism","Unveiling the Missions of HelpCare Foundation","Short Drama Global Distribution Solution","How to Build a Super Individual in the AI Era","public,reportable,uses_function_calls","browser,dalle,plugins_prototype","api.popai.pro"
"2024-03-19","user-VqlILbHTTe1nfVfkg2GDqfbw","g-52FEjkr1P","research","https://chat.openai.com/g/g-52FEjkr1P-statistic-data-analyst","Statistic & Data Analyst",5000,4.17,225,938,"Statistic and Data Analyst assistent","2023-12-17","2023-12-17T21:31:21.829587+00:00","2023-12-17","2023-12-17T22:07:23.766230+00:00","https://files.oaiusercontent.com/file-cnylDy9vTJBi6BjYNi5HvSJY?se=2123-11-23T22%3A07%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dfb207d9e-518c-4ad1-aa4c-81b72c565d48.png&sig=%2BcuW9jFE96fhCfGX38KMz48gFtiqslz14O91QtGpqqw%3D","marketplace","Read this paper and describe the statistic method used. Explain as simple as possible what was done, the statist experiment design and critizi it. What would be your recommendation if we would rerun this trial.","","","","public,reportable","browser,dalle,python",""
"2024-03-19","user-xrlMqHNOFBHsdG0zoqUwerbw","g-nnOW798wT","writing","https://chat.openai.com/g/g-nnOW798wT-translate","Translate",5000,4.13,153,632,"Expert in translating text, images, and audio across languages. Upload your homework, translate a song, or check the grammar rules. Everything is possible with your personal language tutor.","2024-01-05","2024-01-05T14:39:24.023718+00:00","2024-01-30","2024-01-30T20:03:13.503810+00:00","https://files.oaiusercontent.com/file-9LHyZcNboVMJo4nxIMKWp0KI?se=2123-12-12T15%3A03%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Ddownload.png&sig=GPQEpTFfQcCtdIXtqE7CPfYnr0GW8adK6gNTS5dKZxg%3D","marketplace","Where is the closest bus station?","Doppelganger","他不仅代表自己的州，还代表整个国家","Solve the problems in the image.","public,reportable","browser",""
"2024-03-19","user-OlpGfdcrSO7g1IoUEXBBzscd","g-3gy1utgT4","other","https://chat.openai.com/g/g-3gy1utgT4-legendas-automaticas","LEGENDAS AUTOMÁTICAS",5000,4.64,56,260,"Gerador de legendas para Instagam treinado pela Copfy.","2024-01-08","2024-01-08T16:36:28.790205+00:00","2024-01-10","2024-01-10T23:06:45.844108+00:00","https://files.oaiusercontent.com/file-QB9IPRRMvjxuJN6uegkoZQ6t?se=2123-12-15T16%3A38%3A12Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D29e42c04-bd9a-4d24-ac8f-bb0cc04e132a.png&sig=jRytZRH2lQ1KED3NcinoAgkrGQMUE5I1y10zGeyoVJI%3D","link","","","","","public,reportable","browser,dalle",""
"2024-03-19","user-qxq0Vn94bZ2Wqas4qeFw4PyG","g-Lj07Aq7sC","productivity","https://chat.openai.com/g/g-Lj07Aq7sC-summarize","Summarize!",5000,4.33,52,225,"In-depth Analysis, Summary, Action Plan and Further Reading Suggestions. Can be used also to summarize historical events, scientific subjects, news, etc...","2023-11-15","2023-11-15T09:25:01.611838+00:00","2024-02-28","2024-02-28T12:13:00.635954+00:00","https://files.oaiusercontent.com/file-CAKf45Yq4zGQhwC3iEu6npyR?se=2123-12-23T20%3A20%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dcesar.jpg&sig=CZOgxZ/UlGdarsK0FohQ%2B35JBVnuZgYuzwLtxYBJLu4%3D","marketplace","","","","","public,reportable","browser,python",""
"2024-03-19","user-tts7TwhBPUR5RduNdSVoz8sp","g-W1478MylI","writing","https://chat.openai.com/g/g-W1478MylI-linked-in-post-creator","Linked In Post Creator",5000,4.03,78,314,"Crafts LinkedIn posts from prompts and data, maintaining a professional tone.","2023-11-18","2023-11-18T21:46:45.230572+00:00","2024-01-22","2024-01-22T18:42:30.073289+00:00","https://files.oaiusercontent.com/file-c26F4BXAI3DAkZeGFddJxg0N?se=2123-10-25T22%3A36%3A05Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D52cba280-3908-4769-9f83-b0283c1e72d0.png&sig=an/%2BwMU/1LxVnPjszlZVUWFLaULD4RpU3debSFrsUSw%3D","marketplace","Create a LinkedIn post about recent market trends.","Draft a post summarizing my project's success.","Compose a LinkedIn update on my latest research findings.","Generate a post from these sales figures.","public,reportable","browser,dalle,python",""
"2024-03-19","user-dWNLgScvUyguMti2iCWMWLH4","g-q6mQJ4qYz","productivity","https://chat.openai.com/g/g-q6mQJ4qYz-classic-chatgpt-google","Classic ChatGPT + Google",5000,3.74,104,389,"Just like the classic ChatGPT, except it uses Google instead of Bing.  It's ⚡lightning fast, and has access to current information!","2024-01-11","2024-01-11T00:22:38.779696+00:00","2024-02-23","2024-02-23T17:09:44.338249+00:00","https://files.oaiusercontent.com/file-IXusxurqdAMKLT0uI768hLb8?se=2123-12-18T00%3A28%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Dbrotherhanan_clean_flat_abstract_simple_thick_outlines_openai_s_76253dc7-0374-4b8f-b7ee-256237bc9f19.png&sig=lF0yyvPCPgrZu0WsmqKwY7tFx5BLQT8CsoU2VJ4Vw4w%3D","marketplace","What's the latest in AI News?","What are the top ten most interesting devices released in CES 2024, and why?","What are Tesla's current stock values?","","public,reportable,uses_function_calls","dalle,plugins_prototype,python","server.searchweb.keymate.ai"
